"","Time","scenario","summary_stat","incident_symptomatic","number"
"1",2020-03-01,"A","Median",0,0
"2",2020-03-02,"A","Median",1,0
"3",2020-03-03,"A","Median",3,0
"4",2020-03-04,"A","Median",3,0
"5",2020-03-05,"A","Median",4,0
"6",2020-03-06,"A","Median",4,0
"7",2020-03-07,"A","Median",5,0
"8",2020-03-08,"A","Median",6,0
"9",2020-03-09,"A","Median",10,0
"10",2020-03-10,"A","Median",10,0
"11",2020-03-11,"A","Median",12,0
"12",2020-03-12,"A","Median",12,0
"13",2020-03-13,"A","Median",12,0
"14",2020-03-14,"A","Median",12,0
"15",2020-03-15,"A","Median",12,0
"16",2020-03-16,"A","Median",12,0
"17",2020-03-17,"A","Median",11,0
"18",2020-03-18,"A","Median",12,0
"19",2020-03-19,"A","Median",14,0
"20",2020-03-20,"A","Median",14,0
"21",2020-03-21,"A","Median",14,0
"22",2020-03-22,"A","Median",14,0
"23",2020-03-23,"A","Median",14,0
"24",2020-03-24,"A","Median",14,0
"25",2020-03-25,"A","Median",14,0
"26",2020-03-26,"A","Median",15,0
"27",2020-03-27,"A","Median",15,0
"28",2020-03-28,"A","Median",17,0
"29",2020-03-29,"A","Median",18,0
"30",2020-03-30,"A","Median",18,0
"31",2020-03-31,"A","Median",17,0
"32",2020-04-01,"A","Median",16,0
"33",2020-04-02,"A","Median",16,0
"34",2020-04-03,"A","Median",16,0
"35",2020-04-04,"A","Median",16,0
"36",2020-04-05,"A","Median",16,0
"37",2020-04-06,"A","Median",16,0
"38",2020-04-07,"A","Median",14,0
"39",2020-04-08,"A","Median",14,0
"40",2020-04-09,"A","Median",15,0
"41",2020-04-10,"A","Median",16,0
"42",2020-04-11,"A","Median",15,0
"43",2020-04-12,"A","Median",15,0
"44",2020-04-13,"A","Median",17,0
"45",2020-04-14,"A","Median",17,0
"46",2020-04-15,"A","Median",16,0
"47",2020-04-16,"A","Median",17,0
"48",2020-04-17,"A","Median",16,0
"49",2020-04-18,"A","Median",16,0
"50",2020-04-19,"A","Median",17,0
"51",2020-04-20,"A","Median",16,0
"52",2020-04-21,"A","Median",17,0
"53",2020-04-22,"A","Median",17,0
"54",2020-04-23,"A","Median",17,0
"55",2020-04-24,"A","Median",17,0
"56",2020-04-25,"A","Median",17,0
"57",2020-04-26,"A","Median",17,0
"58",2020-04-27,"A","Median",17,0
"59",2020-04-28,"A","Median",17,0
"60",2020-04-29,"A","Median",17,0
"61",2020-04-30,"A","Median",18,0
"62",2020-05-01,"A","Median",17.5,0
"63",2020-05-02,"A","Median",17,0
"64",2020-05-03,"A","Median",18,0
"65",2020-05-04,"A","Median",18,0
"66",2020-05-05,"A","Median",17,0
"67",2020-05-06,"A","Median",18,0
"68",2020-05-07,"A","Median",18,0
"69",2020-05-08,"A","Median",18,0
"70",2020-05-09,"A","Median",17,0
"71",2020-05-10,"A","Median",19,0
"72",2020-05-11,"A","Median",19,0
"73",2020-05-12,"A","Median",19,0
"74",2020-05-13,"A","Median",21,0
"75",2020-05-14,"A","Median",19,0
"76",2020-05-15,"A","Median",18,0
"77",2020-05-16,"A","Median",19,0
"78",2020-05-17,"A","Median",20,0
"79",2020-05-18,"A","Median",21,0
"80",2020-05-19,"A","Median",20,0
"81",2020-05-20,"A","Median",21,0
"82",2020-05-21,"A","Median",21,0
"83",2020-05-22,"A","Median",21,0
"84",2020-05-23,"A","Median",21,0
"85",2020-05-24,"A","Median",20,0
"86",2020-05-25,"A","Median",21,0
"87",2020-05-26,"A","Median",21,0
"88",2020-05-27,"A","Median",22,0
"89",2020-05-28,"A","Median",22,0
"90",2020-05-29,"A","Median",22,0
"91",2020-05-30,"A","Median",22,0
"92",2020-05-31,"A","Median",22,0
"93",2020-06-01,"A","Median",22,0
"94",2020-06-02,"A","Median",21,0
"95",2020-06-03,"A","Median",22,0
"96",2020-06-04,"A","Median",22,0
"97",2020-06-05,"A","Median",22,0
"98",2020-06-06,"A","Median",22,0
"99",2020-06-07,"A","Median",23,0
"100",2020-06-08,"A","Median",22,0
"101",2020-06-09,"A","Median",23,0
"102",2020-06-10,"A","Median",22,0
"103",2020-06-11,"A","Median",23,0
"104",2020-06-12,"A","Median",23.5,0
"105",2020-06-13,"A","Median",23,0
"106",2020-06-14,"A","Median",24,0
"107",2020-06-15,"A","Median",24,0
"108",2020-06-16,"A","Median",24,0
"109",2020-06-17,"A","Median",23,0
"110",2020-06-18,"A","Median",23,0
"111",2020-06-19,"A","Median",22,0
"112",2020-06-20,"A","Median",24,0
"113",2020-06-21,"A","Median",24,0
"114",2020-06-22,"A","Median",23.5,0
"115",2020-06-23,"A","Median",24,0
"116",2020-06-24,"A","Median",23,0
"117",2020-06-25,"A","Median",23,0
"118",2020-06-26,"A","Median",23,0
"119",2020-06-27,"A","Median",23,0
"120",2020-06-28,"A","Median",24,0
"121",2020-06-29,"A","Median",23,0
"122",2020-06-30,"A","Median",25,0
"123",2020-07-01,"A","Median",23,0
"124",2020-07-02,"A","Median",32,0
"125",2020-07-03,"A","Median",39.5,0
"126",2020-07-04,"A","Median",42,0
"127",2020-07-05,"A","Median",49.5,0
"128",2020-07-06,"A","Median",56,0
"129",2020-07-07,"A","Median",63,0
"130",2020-07-08,"A","Median",68,0
"131",2020-07-09,"A","Median",73,0
"132",2020-07-10,"A","Median",83,0
"133",2020-07-11,"A","Median",91,0
"134",2020-07-12,"A","Median",100,0
"135",2020-07-13,"A","Median",110,0
"136",2020-07-14,"A","Median",123,0
"137",2020-07-15,"A","Median",134,0
"138",2020-07-16,"A","Median",146,0
"139",2020-07-17,"A","Median",161,0
"140",2020-07-18,"A","Median",177,0
"141",2020-07-19,"A","Median",193,0
"142",2020-07-20,"A","Median",213,0
"143",2020-07-21,"A","Median",229.5,0
"144",2020-07-22,"A","Median",257.5,0
"145",2020-07-23,"A","Median",279.5,0
"146",2020-07-24,"A","Median",305.5,0
"147",2020-07-25,"A","Median",332,0
"148",2020-07-26,"A","Median",362.5,0
"149",2020-07-27,"A","Median",394.5,0
"150",2020-07-28,"A","Median",430,0
"151",2020-07-29,"A","Median",476.5,0
"152",2020-07-30,"A","Median",522,0
"153",2020-07-31,"A","Median",567,0
"154",2020-08-01,"A","Median",620.5,0
"155",2020-08-02,"A","Median",667.5,0
"156",2020-08-03,"A","Median",734,0
"157",2020-08-04,"A","Median",813.5,0
"158",2020-08-05,"A","Median",875.5,0
"159",2020-08-06,"A","Median",958,0
"160",2020-08-07,"A","Median",1036,0
"161",2020-08-08,"A","Median",1134,0
"162",2020-08-09,"A","Median",1243,0
"163",2020-08-10,"A","Median",1351,0
"164",2020-08-11,"A","Median",1467.5,0
"165",2020-08-12,"A","Median",1601.5,0
"166",2020-08-13,"A","Median",1727,0
"167",2020-08-14,"A","Median",1868,0
"168",2020-08-15,"A","Median",2012.5,0
"169",2020-08-16,"A","Median",2189,0
"170",2020-08-17,"A","Median",2353,0
"171",2020-08-18,"A","Median",2571,0
"172",2020-08-19,"A","Median",2738,0
"173",2020-08-20,"A","Median",2960.5,0
"174",2020-08-21,"A","Median",3203.5,0
"175",2020-08-22,"A","Median",3434.5,0
"176",2020-08-23,"A","Median",3646,0
"177",2020-08-24,"A","Median",3904.5,0
"178",2020-08-25,"A","Median",4171,0
"179",2020-08-26,"A","Median",4465,0
"180",2020-08-27,"A","Median",4750.5,0
"181",2020-08-28,"A","Median",5030,0
"182",2020-08-29,"A","Median",5276,0
"183",2020-08-30,"A","Median",5514.5,0
"184",2020-08-31,"A","Median",5769.5,0
"185",2020-09-01,"A","Median",6042.5,0
"186",2020-09-02,"A","Median",6214.5,0
"187",2020-09-03,"A","Median",6369.5,0
"188",2020-09-04,"A","Median",6515.5,0
"189",2020-09-05,"A","Median",6700.5,0
"190",2020-09-06,"A","Median",6880,0
"191",2020-09-07,"A","Median",7003.5,0
"192",2020-09-08,"A","Median",7160,0
"193",2020-09-09,"A","Median",7226,0
"194",2020-09-10,"A","Median",7235.5,0
"195",2020-09-11,"A","Median",7247,0
"196",2020-09-12,"A","Median",7220.5,0
"197",2020-09-13,"A","Median",7257,0
"198",2020-09-14,"A","Median",7239.5,0
"199",2020-09-15,"A","Median",7178.5,0
"200",2020-09-16,"A","Median",7099,0
"201",2020-09-17,"A","Median",7020,0
"202",2020-09-18,"A","Median",6948,0
"203",2020-09-19,"A","Median",6904.5,0
"204",2020-09-20,"A","Median",6835,0
"205",2020-09-21,"A","Median",6739.5,0
"206",2020-09-22,"A","Median",6660.5,0
"207",2020-09-23,"A","Median",6573,0
"208",2020-09-24,"A","Median",6462,0
"209",2020-09-25,"A","Median",6343.5,0
"210",2020-09-26,"A","Median",6243,0
"211",2020-09-27,"A","Median",6133,0
"212",2020-09-28,"A","Median",6020.5,0
"213",2020-09-29,"A","Median",5896.5,0
"214",2020-09-30,"A","Median",5796.5,0
"215",2020-10-01,"A","Median",5672.5,0
"216",2020-10-02,"A","Median",5555,0
"217",2020-10-03,"A","Median",5391,0
"218",2020-10-04,"A","Median",5309.5,0
"219",2020-10-05,"A","Median",5167,0
"220",2020-10-06,"A","Median",5028.5,0
"221",2020-10-07,"A","Median",4904.5,0
"222",2020-10-08,"A","Median",4771.5,0
"223",2020-10-09,"A","Median",4664.5,0
"224",2020-10-10,"A","Median",4523,0
"225",2020-10-11,"A","Median",4398.5,0
"226",2020-10-12,"A","Median",4254,0
"227",2020-10-13,"A","Median",4111.5,0
"228",2020-10-14,"A","Median",3975,0
"229",2020-10-15,"A","Median",3832,0
"230",2020-10-16,"A","Median",3701.5,0
"231",2020-10-17,"A","Median",3582,0
"232",2020-10-18,"A","Median",3415.5,0
"233",2020-10-19,"A","Median",3268.5,0
"234",2020-10-20,"A","Median",3116.5,0
"235",2020-10-21,"A","Median",2984,0
"236",2020-10-22,"A","Median",2849.5,0
"237",2020-10-23,"A","Median",2746,0
"238",2020-10-24,"A","Median",2594.5,0
"239",2020-10-25,"A","Median",2448.5,0
"240",2020-10-26,"A","Median",2344.5,0
"241",2020-10-27,"A","Median",2197.5,0
"242",2020-10-28,"A","Median",2134,0
"243",2020-10-29,"A","Median",2005.5,0
"244",2020-10-30,"A","Median",1889.5,0
"245",2020-10-31,"A","Median",1791.5,0
"246",2020-11-01,"A","Median",1695,0
"247",2020-11-02,"A","Median",1587.5,0
"248",2020-11-03,"A","Median",1503.5,0
"249",2020-11-04,"A","Median",1444.5,0
"250",2020-11-05,"A","Median",1353,0
"251",2020-11-06,"A","Median",1274,0
"252",2020-11-07,"A","Median",1206,0
"253",2020-11-08,"A","Median",1132,0
"254",2020-11-09,"A","Median",1062.5,0
"255",2020-11-10,"A","Median",993.5,0
"256",2020-11-11,"A","Median",945.5,0
"257",2020-11-12,"A","Median",886,0
"258",2020-11-13,"A","Median",827,0
"259",2020-11-14,"A","Median",784.5,0
"260",2020-11-15,"A","Median",737,0
"261",2020-11-16,"A","Median",695.5,0
"262",2020-11-17,"A","Median",653.5,0
"263",2020-11-18,"A","Median",605.5,0
"264",2020-11-19,"A","Median",572,0
"265",2020-11-20,"A","Median",549,0
"266",2020-11-21,"A","Median",508.5,0
"267",2020-11-22,"A","Median",473.5,0
"268",2020-11-23,"A","Median",444.5,0
"269",2020-11-24,"A","Median",423.5,0
"270",2020-11-25,"A","Median",402,0
"271",2020-11-26,"A","Median",368.5,0
"272",2020-11-27,"A","Median",344,0
"273",2020-11-28,"A","Median",322.5,0
"274",2020-11-29,"A","Median",304.5,0
"275",2020-11-30,"A","Median",291.5,0
"276",2020-12-01,"A","Median",271.5,0
"277",2020-12-02,"A","Median",253.5,0
"278",2020-12-03,"A","Median",241,0
"279",2020-12-04,"A","Median",223.5,0
"280",2020-12-05,"A","Median",210,0
"281",2020-12-06,"A","Median",200,0
"282",2020-12-07,"A","Median",187,0
"283",2020-12-08,"A","Median",172,0
"284",2020-12-09,"A","Median",162,0
"285",2020-12-10,"A","Median",152,0
"286",2020-12-11,"A","Median",146.5,0
"287",2020-12-12,"A","Median",137,0
"288",2020-12-13,"A","Median",130.5,0
"289",2020-12-14,"A","Median",120,0
"290",2020-12-15,"A","Median",113.5,0
"291",2020-12-16,"A","Median",106.5,0
"292",2020-12-17,"A","Median",98,0
"293",2020-12-18,"A","Median",93,0
"294",2020-12-19,"A","Median",86.5,0
"295",2020-12-20,"A","Median",83,0
"296",2020-12-21,"A","Median",77,0
"297",2020-12-22,"A","Median",72,0
"298",2020-12-23,"A","Median",66.5,0
"299",2020-12-24,"A","Median",64,0
"300",2020-12-25,"A","Median",NA,0
"301",2020-03-01,"B","Median",0,0
"302",2020-03-02,"B","Median",1,0
"303",2020-03-03,"B","Median",2,0
"304",2020-03-04,"B","Median",3,0
"305",2020-03-05,"B","Median",4,0
"306",2020-03-06,"B","Median",4,0
"307",2020-03-07,"B","Median",5,0
"308",2020-03-08,"B","Median",7,0
"309",2020-03-09,"B","Median",8,0
"310",2020-03-10,"B","Median",10,0
"311",2020-03-11,"B","Median",12,0
"312",2020-03-12,"B","Median",12,0
"313",2020-03-13,"B","Median",12,0
"314",2020-03-14,"B","Median",12,0
"315",2020-03-15,"B","Median",11,0
"316",2020-03-16,"B","Median",12,0
"317",2020-03-17,"B","Median",11,0
"318",2020-03-18,"B","Median",12,0
"319",2020-03-19,"B","Median",13,0
"320",2020-03-20,"B","Median",14,0
"321",2020-03-21,"B","Median",14,0
"322",2020-03-22,"B","Median",14,0
"323",2020-03-23,"B","Median",14,0
"324",2020-03-24,"B","Median",14,0
"325",2020-03-25,"B","Median",14,0
"326",2020-03-26,"B","Median",14,0
"327",2020-03-27,"B","Median",15,0
"328",2020-03-28,"B","Median",17,0
"329",2020-03-29,"B","Median",17,0
"330",2020-03-30,"B","Median",17,0
"331",2020-03-31,"B","Median",16,0
"332",2020-04-01,"B","Median",16,0
"333",2020-04-02,"B","Median",16,0
"334",2020-04-03,"B","Median",16,0
"335",2020-04-04,"B","Median",16,0
"336",2020-04-05,"B","Median",15.5,0
"337",2020-04-06,"B","Median",17,0
"338",2020-04-07,"B","Median",16,0
"339",2020-04-08,"B","Median",15,0
"340",2020-04-09,"B","Median",16,0
"341",2020-04-10,"B","Median",16.5,0
"342",2020-04-11,"B","Median",16,0
"343",2020-04-12,"B","Median",16,0
"344",2020-04-13,"B","Median",16,0
"345",2020-04-14,"B","Median",18,0
"346",2020-04-15,"B","Median",18,0
"347",2020-04-16,"B","Median",18,0
"348",2020-04-17,"B","Median",18,0
"349",2020-04-18,"B","Median",20,0
"350",2020-04-19,"B","Median",20,0
"351",2020-04-20,"B","Median",19,0
"352",2020-04-21,"B","Median",20,0
"353",2020-04-22,"B","Median",21,0
"354",2020-04-23,"B","Median",21,0
"355",2020-04-24,"B","Median",22,0
"356",2020-04-25,"B","Median",23,0
"357",2020-04-26,"B","Median",23,0
"358",2020-04-27,"B","Median",24,0
"359",2020-04-28,"B","Median",26,0
"360",2020-04-29,"B","Median",28,0
"361",2020-04-30,"B","Median",28,0
"362",2020-05-01,"B","Median",28,0
"363",2020-05-02,"B","Median",28,0
"364",2020-05-03,"B","Median",29,0
"365",2020-05-04,"B","Median",30.5,0
"366",2020-05-05,"B","Median",31,0
"367",2020-05-06,"B","Median",32,0
"368",2020-05-07,"B","Median",32,0
"369",2020-05-08,"B","Median",33,0
"370",2020-05-09,"B","Median",34.5,0
"371",2020-05-10,"B","Median",36,0
"372",2020-05-11,"B","Median",38.5,0
"373",2020-05-12,"B","Median",39.5,0
"374",2020-05-13,"B","Median",42,0
"375",2020-05-14,"B","Median",43,0
"376",2020-05-15,"B","Median",45,0
"377",2020-05-16,"B","Median",48,0
"378",2020-05-17,"B","Median",50,0
"379",2020-05-18,"B","Median",51,0
"380",2020-05-19,"B","Median",53,0
"381",2020-05-20,"B","Median",55,0
"382",2020-05-21,"B","Median",56,0
"383",2020-05-22,"B","Median",58,0
"384",2020-05-23,"B","Median",60,0
"385",2020-05-24,"B","Median",64,0
"386",2020-05-25,"B","Median",68,0
"387",2020-05-26,"B","Median",72,0
"388",2020-05-27,"B","Median",75,0
"389",2020-05-28,"B","Median",78,0
"390",2020-05-29,"B","Median",82,0
"391",2020-05-30,"B","Median",84,0
"392",2020-05-31,"B","Median",89.5,0
"393",2020-06-01,"B","Median",92,0
"394",2020-06-02,"B","Median",97,0
"395",2020-06-03,"B","Median",101,0
"396",2020-06-04,"B","Median",105,0
"397",2020-06-05,"B","Median",111,0
"398",2020-06-06,"B","Median",117,0
"399",2020-06-07,"B","Median",124,0
"400",2020-06-08,"B","Median",127,0
"401",2020-06-09,"B","Median",131.5,0
"402",2020-06-10,"B","Median",136,0
"403",2020-06-11,"B","Median",144,0
"404",2020-06-12,"B","Median",148.5,0
"405",2020-06-13,"B","Median",155.5,0
"406",2020-06-14,"B","Median",164,0
"407",2020-06-15,"B","Median",174,0
"408",2020-06-16,"B","Median",182.5,0
"409",2020-06-17,"B","Median",194,0
"410",2020-06-18,"B","Median",205.5,0
"411",2020-06-19,"B","Median",215,0
"412",2020-06-20,"B","Median",226.5,0
"413",2020-06-21,"B","Median",238.5,0
"414",2020-06-22,"B","Median",249.5,0
"415",2020-06-23,"B","Median",262,0
"416",2020-06-24,"B","Median",278.5,0
"417",2020-06-25,"B","Median",288,0
"418",2020-06-26,"B","Median",300,0
"419",2020-06-27,"B","Median",316.5,0
"420",2020-06-28,"B","Median",333,0
"421",2020-06-29,"B","Median",347,0
"422",2020-06-30,"B","Median",361.5,0
"423",2020-07-01,"B","Median",379,0
"424",2020-07-02,"B","Median",451.5,0
"425",2020-07-03,"B","Median",505.5,0
"426",2020-07-04,"B","Median",558,0
"427",2020-07-05,"B","Median",619.5,0
"428",2020-07-06,"B","Median",688,0
"429",2020-07-07,"B","Median",745.5,0
"430",2020-07-08,"B","Median",813.5,0
"431",2020-07-09,"B","Median",876.5,0
"432",2020-07-10,"B","Median",948.5,0
"433",2020-07-11,"B","Median",1049,0
"434",2020-07-12,"B","Median",1133.5,0
"435",2020-07-13,"B","Median",1230,0
"436",2020-07-14,"B","Median",1348.5,0
"437",2020-07-15,"B","Median",1453,0
"438",2020-07-16,"B","Median",1565,0
"439",2020-07-17,"B","Median",1707,0
"440",2020-07-18,"B","Median",1823.5,0
"441",2020-07-19,"B","Median",1976,0
"442",2020-07-20,"B","Median",2150,0
"443",2020-07-21,"B","Median",2304.5,0
"444",2020-07-22,"B","Median",2506.5,0
"445",2020-07-23,"B","Median",2668,0
"446",2020-07-24,"B","Median",2881,0
"447",2020-07-25,"B","Median",3107.5,0
"448",2020-07-26,"B","Median",3316,0
"449",2020-07-27,"B","Median",3570.5,0
"450",2020-07-28,"B","Median",3782.5,0
"451",2020-07-29,"B","Median",4041.5,0
"452",2020-07-30,"B","Median",4307.5,0
"453",2020-07-31,"B","Median",4575,0
"454",2020-08-01,"B","Median",4814,0
"455",2020-08-02,"B","Median",5133.5,0
"456",2020-08-03,"B","Median",5383,0
"457",2020-08-04,"B","Median",5685,0
"458",2020-08-05,"B","Median",5962.5,0
"459",2020-08-06,"B","Median",6193,0
"460",2020-08-07,"B","Median",6478,0
"461",2020-08-08,"B","Median",6715,0
"462",2020-08-09,"B","Median",6892,0
"463",2020-08-10,"B","Median",7041.5,0
"464",2020-08-11,"B","Median",7239,0
"465",2020-08-12,"B","Median",7425,0
"466",2020-08-13,"B","Median",7526,0
"467",2020-08-14,"B","Median",7650.5,0
"468",2020-08-15,"B","Median",7712.5,0
"469",2020-08-16,"B","Median",7704.5,0
"470",2020-08-17,"B","Median",7769,0
"471",2020-08-18,"B","Median",7742.5,0
"472",2020-08-19,"B","Median",7669.5,0
"473",2020-08-20,"B","Median",7593,0
"474",2020-08-21,"B","Median",7509,0
"475",2020-08-22,"B","Median",7413,0
"476",2020-08-23,"B","Median",7365,0
"477",2020-08-24,"B","Median",7276.5,0
"478",2020-08-25,"B","Median",7164.5,0
"479",2020-08-26,"B","Median",7026.5,0
"480",2020-08-27,"B","Median",6930.5,0
"481",2020-08-28,"B","Median",6845,0
"482",2020-08-29,"B","Median",6715,0
"483",2020-08-30,"B","Median",6596.5,0
"484",2020-08-31,"B","Median",6475.5,0
"485",2020-09-01,"B","Median",6333,0
"486",2020-09-02,"B","Median",6224.5,0
"487",2020-09-03,"B","Median",6116.5,0
"488",2020-09-04,"B","Median",6003,0
"489",2020-09-05,"B","Median",5884,0
"490",2020-09-06,"B","Median",5747,0
"491",2020-09-07,"B","Median",5611.5,0
"492",2020-09-08,"B","Median",5511,0
"493",2020-09-09,"B","Median",5364.5,0
"494",2020-09-10,"B","Median",5254,0
"495",2020-09-11,"B","Median",5084,0
"496",2020-09-12,"B","Median",4964,0
"497",2020-09-13,"B","Median",4828.5,0
"498",2020-09-14,"B","Median",4714,0
"499",2020-09-15,"B","Median",4568.5,0
"500",2020-09-16,"B","Median",4443,0
"501",2020-09-17,"B","Median",4301,0
"502",2020-09-18,"B","Median",4169.5,0
"503",2020-09-19,"B","Median",4015.5,0
"504",2020-09-20,"B","Median",3852.5,0
"505",2020-09-21,"B","Median",3710,0
"506",2020-09-22,"B","Median",3558,0
"507",2020-09-23,"B","Median",3413.5,0
"508",2020-09-24,"B","Median",3275,0
"509",2020-09-25,"B","Median",3108.5,0
"510",2020-09-26,"B","Median",2970.5,0
"511",2020-09-27,"B","Median",2801,0
"512",2020-09-28,"B","Median",2686,0
"513",2020-09-29,"B","Median",2542,0
"514",2020-09-30,"B","Median",2442,0
"515",2020-10-01,"B","Median",2285,0
"516",2020-10-02,"B","Median",2166,0
"517",2020-10-03,"B","Median",2036,0
"518",2020-10-04,"B","Median",1926.5,0
"519",2020-10-05,"B","Median",1833,0
"520",2020-10-06,"B","Median",1720.5,0
"521",2020-10-07,"B","Median",1597,0
"522",2020-10-08,"B","Median",1532,0
"523",2020-10-09,"B","Median",1430,0
"524",2020-10-10,"B","Median",1351,0
"525",2020-10-11,"B","Median",1267.5,0
"526",2020-10-12,"B","Median",1191.5,0
"527",2020-10-13,"B","Median",1132.5,0
"528",2020-10-14,"B","Median",1075,0
"529",2020-10-15,"B","Median",980,0
"530",2020-10-16,"B","Median",941.5,0
"531",2020-10-17,"B","Median",874.5,0
"532",2020-10-18,"B","Median",814.5,0
"533",2020-10-19,"B","Median",771,0
"534",2020-10-20,"B","Median",729,0
"535",2020-10-21,"B","Median",677,0
"536",2020-10-22,"B","Median",634,0
"537",2020-10-23,"B","Median",608,0
"538",2020-10-24,"B","Median",560,0
"539",2020-10-25,"B","Median",529,0
"540",2020-10-26,"B","Median",492.5,0
"541",2020-10-27,"B","Median",470.5,0
"542",2020-10-28,"B","Median",439,0
"543",2020-10-29,"B","Median",410.5,0
"544",2020-10-30,"B","Median",384.5,0
"545",2020-10-31,"B","Median",358,0
"546",2020-11-01,"B","Median",337,0
"547",2020-11-02,"B","Median",324.5,0
"548",2020-11-03,"B","Median",298.5,0
"549",2020-11-04,"B","Median",282.5,0
"550",2020-11-05,"B","Median",266.5,0
"551",2020-11-06,"B","Median",249,0
"552",2020-11-07,"B","Median",231,0
"553",2020-11-08,"B","Median",222,0
"554",2020-11-09,"B","Median",209,0
"555",2020-11-10,"B","Median",191.5,0
"556",2020-11-11,"B","Median",181,0
"557",2020-11-12,"B","Median",171,0
"558",2020-11-13,"B","Median",156,0
"559",2020-11-14,"B","Median",150,0
"560",2020-11-15,"B","Median",142,0
"561",2020-11-16,"B","Median",133.5,0
"562",2020-11-17,"B","Median",123.5,0
"563",2020-11-18,"B","Median",116,0
"564",2020-11-19,"B","Median",113.5,0
"565",2020-11-20,"B","Median",101.5,0
"566",2020-11-21,"B","Median",95,0
"567",2020-11-22,"B","Median",89.5,0
"568",2020-11-23,"B","Median",85,0
"569",2020-11-24,"B","Median",79,0
"570",2020-11-25,"B","Median",76,0
"571",2020-11-26,"B","Median",69.5,0
"572",2020-11-27,"B","Median",67,0
"573",2020-11-28,"B","Median",63,0
"574",2020-11-29,"B","Median",59,0
"575",2020-11-30,"B","Median",54,0
"576",2020-12-01,"B","Median",51,0
"577",2020-12-02,"B","Median",47,0
"578",2020-12-03,"B","Median",45,0
"579",2020-12-04,"B","Median",42,0
"580",2020-12-05,"B","Median",41,0
"581",2020-12-06,"B","Median",37.5,0
"582",2020-12-07,"B","Median",35,0
"583",2020-12-08,"B","Median",33,0
"584",2020-12-09,"B","Median",30,0
"585",2020-12-10,"B","Median",30,0
"586",2020-12-11,"B","Median",28,0
"587",2020-12-12,"B","Median",27,0
"588",2020-12-13,"B","Median",26,0
"589",2020-12-14,"B","Median",22,0
"590",2020-12-15,"B","Median",21,0
"591",2020-12-16,"B","Median",20.5,0
"592",2020-12-17,"B","Median",17.5,0
"593",2020-12-18,"B","Median",18,0
"594",2020-12-19,"B","Median",15,0
"595",2020-12-20,"B","Median",15,0
"596",2020-12-21,"B","Median",15,0
"597",2020-12-22,"B","Median",14,0
"598",2020-12-23,"B","Median",13,0
"599",2020-12-24,"B","Median",12,0
"600",2020-12-25,"B","Median",NA,0
"601",2020-03-01,"C","Median",0,0
"602",2020-03-02,"C","Median",1,0
"603",2020-03-03,"C","Median",2,0
"604",2020-03-04,"C","Median",3,0
"605",2020-03-05,"C","Median",4,0
"606",2020-03-06,"C","Median",5,0
"607",2020-03-07,"C","Median",5,0
"608",2020-03-08,"C","Median",6,0
"609",2020-03-09,"C","Median",9,0
"610",2020-03-10,"C","Median",10,0
"611",2020-03-11,"C","Median",12,0
"612",2020-03-12,"C","Median",12,0
"613",2020-03-13,"C","Median",12,0
"614",2020-03-14,"C","Median",12,0
"615",2020-03-15,"C","Median",12,0
"616",2020-03-16,"C","Median",11,0
"617",2020-03-17,"C","Median",12,0
"618",2020-03-18,"C","Median",11.5,0
"619",2020-03-19,"C","Median",13,0
"620",2020-03-20,"C","Median",14,0
"621",2020-03-21,"C","Median",14,0
"622",2020-03-22,"C","Median",14,0
"623",2020-03-23,"C","Median",14,0
"624",2020-03-24,"C","Median",14,0
"625",2020-03-25,"C","Median",14,0
"626",2020-03-26,"C","Median",15,0
"627",2020-03-27,"C","Median",15,0
"628",2020-03-28,"C","Median",15,0
"629",2020-03-29,"C","Median",18,0
"630",2020-03-30,"C","Median",17,0
"631",2020-03-31,"C","Median",16,0
"632",2020-04-01,"C","Median",16,0
"633",2020-04-02,"C","Median",16,0
"634",2020-04-03,"C","Median",16,0
"635",2020-04-04,"C","Median",16,0
"636",2020-04-05,"C","Median",16,0
"637",2020-04-06,"C","Median",16,0
"638",2020-04-07,"C","Median",15,0
"639",2020-04-08,"C","Median",15,0
"640",2020-04-09,"C","Median",17,0
"641",2020-04-10,"C","Median",16,0
"642",2020-04-11,"C","Median",15,0
"643",2020-04-12,"C","Median",16,0
"644",2020-04-13,"C","Median",18,0
"645",2020-04-14,"C","Median",17,0
"646",2020-04-15,"C","Median",18,0
"647",2020-04-16,"C","Median",19,0
"648",2020-04-17,"C","Median",20,0
"649",2020-04-18,"C","Median",20,0
"650",2020-04-19,"C","Median",19.5,0
"651",2020-04-20,"C","Median",20,0
"652",2020-04-21,"C","Median",20,0
"653",2020-04-22,"C","Median",21,0
"654",2020-04-23,"C","Median",21,0
"655",2020-04-24,"C","Median",22,0
"656",2020-04-25,"C","Median",22.5,0
"657",2020-04-26,"C","Median",23,0
"658",2020-04-27,"C","Median",27,0
"659",2020-04-28,"C","Median",28,0
"660",2020-04-29,"C","Median",31,0
"661",2020-04-30,"C","Median",30,0
"662",2020-05-01,"C","Median",35,0
"663",2020-05-02,"C","Median",36,0
"664",2020-05-03,"C","Median",37,0
"665",2020-05-04,"C","Median",40,0
"666",2020-05-05,"C","Median",42,0
"667",2020-05-06,"C","Median",43,0
"668",2020-05-07,"C","Median",47,0
"669",2020-05-08,"C","Median",49,0
"670",2020-05-09,"C","Median",52,0
"671",2020-05-10,"C","Median",54,0
