"","Time","scenario","summary_stat","cumulative_hosp","number"
"457",2020-08-04,"B","Median",4221.54885545544,0
"458",2020-08-05,"B","Median",4519.53216239619,0
"459",2020-08-06,"B","Median",4817.6366640351,0
"460",2020-08-07,"B","Median",5155.25167247378,0
"461",2020-08-08,"B","Median",5501.02100927896,0
"462",2020-08-09,"B","Median",5866.76411901815,0
"463",2020-08-10,"B","Median",6205.19914513663,0
"464",2020-08-11,"B","Median",6562.034588511,0
"465",2020-08-12,"B","Median",6935.5453129021,0
"466",2020-08-13,"B","Median",7325.10855198431,0
"467",2020-08-14,"B","Median",7680.11618324844,0
"468",2020-08-15,"B","Median",8019.52275496512,0
"469",2020-08-16,"B","Median",8418.40168919149,0
"470",2020-08-17,"B","Median",8798.94194806663,0
"471",2020-08-18,"B","Median",9210.29369570117,0
"472",2020-08-19,"B","Median",9496.65807036387,0
"473",2020-08-20,"B","Median",9800.34379251543,0
"474",2020-08-21,"B","Median",10090.822335031,0
"475",2020-08-22,"B","Median",10349.8324527182,0
"476",2020-08-23,"B","Median",10507.3742622508,0
"477",2020-08-24,"B","Median",10600.1674487837,0
"478",2020-08-25,"B","Median",10705.1929630346,0
"479",2020-08-26,"B","Median",10727.0472117938,0
"480",2020-08-27,"B","Median",10772.730338544,0
"481",2020-08-28,"B","Median",10701.7909456179,0
"482",2020-08-29,"B","Median",10622.6671530109,0
"483",2020-08-30,"B","Median",10533.4580313485,0
"484",2020-08-31,"B","Median",10429.1491733024,0
"485",2020-09-01,"B","Median",10364.3698784554,0
"486",2020-09-02,"B","Median",10241.5023792248,0
"487",2020-09-03,"B","Median",10104.8059118326,0
"488",2020-09-04,"B","Median",9887.19287704118,0
"489",2020-09-05,"B","Median",9757.88162187828,0
"490",2020-09-06,"B","Median",9673.00195313237,0
"491",2020-09-07,"B","Median",9478.86025969988,0
"492",2020-09-08,"B","Median",9332.44156656912,0
"493",2020-09-09,"B","Median",9171.137151838,0
"494",2020-09-10,"B","Median",9015.8522035735,0
"495",2020-09-11,"B","Median",8810.26590981594,0
"496",2020-09-12,"B","Median",8634.63189150556,0
"497",2020-09-13,"B","Median",8509.46193352295,0
"498",2020-09-14,"B","Median",8295.38990045715,0
"499",2020-09-15,"B","Median",8149.00841611414,0
"500",2020-09-16,"B","Median",8006.2786061836,0
"501",2020-09-17,"B","Median",7846.88199488708,0
"502",2020-09-18,"B","Median",7693.43686160435,0
"503",2020-09-19,"B","Median",7580.58069007446,0
"504",2020-09-20,"B","Median",7388.00419462544,0
"505",2020-09-21,"B","Median",7226.49423161943,0
"506",2020-09-22,"B","Median",7064.93372852765,0
"507",2020-09-23,"B","Median",6862.21892370064,0
"508",2020-09-24,"B","Median",6713.29659384051,0
"509",2020-09-25,"B","Median",6524.2974496786,0
"510",2020-09-26,"B","Median",6393.59782713442,0
"511",2020-09-27,"B","Median",6176.87952768488,0
"512",2020-09-28,"B","Median",5965.77676606979,0
"513",2020-09-29,"B","Median",5793.42695566943,0
"514",2020-09-30,"B","Median",5593.32934025871,0
"515",2020-10-01,"B","Median",5378.95824076001,0
"516",2020-10-02,"B","Median",5202.73185125774,0
"517",2020-10-03,"B","Median",4987.4999788638,0
"518",2020-10-04,"B","Median",4754.97150976165,0
"519",2020-10-05,"B","Median",4526.56109742152,0
"520",2020-10-06,"B","Median",4307.22808999267,0
"521",2020-10-07,"B","Median",4099.7104575477,0
"522",2020-10-08,"B","Median",3883.37383875967,0
"523",2020-10-09,"B","Median",3674.18144378102,0
"524",2020-10-10,"B","Median",3519.77426780178,0
"525",2020-10-11,"B","Median",3332.87176164276,0
"526",2020-10-12,"B","Median",3132.87708266271,0
"527",2020-10-13,"B","Median",2974.84424447966,0
"528",2020-10-14,"B","Median",2803.51002240185,0
"529",2020-10-15,"B","Median",2631.88259498881,0
"530",2020-10-16,"B","Median",2480.16494405228,0
"531",2020-10-17,"B","Median",2344.61216982292,0
"532",2020-10-18,"B","Median",2217.55182821566,0
"533",2020-10-19,"B","Median",2083.27255407216,0
"534",2020-10-20,"B","Median",1957.77417788337,0
"535",2020-10-21,"B","Median",1846.38963362953,0
"536",2020-10-22,"B","Median",1745.94890728321,0
"537",2020-10-23,"B","Median",1637.72842309539,0
"538",2020-10-24,"B","Median",1529.60833842203,0
"539",2020-10-25,"B","Median",1442.58321088994,0
"540",2020-10-26,"B","Median",1350.85785878167,0
