"","Time","scenario","summary_stat","incident_death","cum_death"
"1",2020-03-01,"A","Median",0,0
"2",2020-03-02,"A","Median",0.018609785202864,0.018609785202864
"3",2020-03-03,"A","Median",0.030602792195871,0.0492125773987349
"4",2020-03-04,"A","Median",0.0234846120466646,0.0726971894453995
"5",2020-03-05,"A","Median",0.00536992840095465,0.0780671178463541
"6",2020-03-06,"A","Median",0.0132398568019093,0.0913069746482634
"7",2020-03-07,"A","Median",0.0288545404476192,0.120161515095883
"8",2020-03-08,"A","Median",0.0746560111012485,0.194817526197131
"9",2020-03-09,"A","Median",0,0.194817526197131
"10",2020-03-10,"A","Median",0.018609785202864,0.213427311399995
"11",2020-03-11,"A","Median",0.030602792195871,0.244030103595866
"12",2020-03-12,"A","Median",0.030602792195871,0.274632895791737
"13",2020-03-13,"A","Median",0,0.274632895791737
"14",2020-03-14,"A","Median",0.018609785202864,0.293242680994601
"15",2020-03-15,"A","Median",0.030602792195871,0.323845473190472
"16",2020-03-16,"A","Median",0.030602792195871,0.354448265386343
"17",2020-03-17,"A","Median",0,0.354448265386343
"18",2020-03-18,"A","Median",0.018609785202864,0.373058050589207
"19",2020-03-19,"A","Median",0.030602792195871,0.403660842785078
"20",2020-03-20,"A","Median",0.030602792195871,0.434263634980949
"21",2020-03-21,"A","Median",0.0502125773987349,0.484476212379684
"22",2020-03-22,"A","Median",0.0502125773987349,0.534688789778418
"23",2020-03-23,"A","Median",0.0502125773987349,0.584901367177153
"24",2020-03-24,"A","Median",0.136893368359187,0.72179473553634
"25",2020-03-25,"A","Median",0.136893368359187,0.858688103895527
"26",2020-03-26,"A","Median",0.155503153562051,1.01419125745758
"27",2020-03-27,"A","Median",0.155503153562051,1.16969441101963
"28",2020-03-28,"A","Median",0.156503153562051,1.32619756458168
"29",2020-03-29,"A","Median",0.155503153562051,1.48170071814373
"30",2020-03-30,"A","Median",0.155503153562051,1.63720387170578
"31",2020-03-31,"A","Median",0.155503153562051,1.79270702526783
"32",2020-04-01,"A","Median",0.155503153562051,1.94821017882988
"33",2020-04-02,"A","Median",0.155503153562051,2.10371333239193
"34",2020-04-03,"A","Median",0.163498491557389,2.26721182394932
"35",2020-04-04,"A","Median",0.163498491557389,2.43071031550671
"36",2020-04-05,"A","Median",0.163498491557389,2.5942088070641
"37",2020-04-06,"A","Median",0.164498491557389,2.75870729862149
"38",2020-04-07,"A","Median",0.164498491557389,2.92320579017888
"39",2020-04-08,"A","Median",0.164498491557389,3.08770428173627
"40",2020-04-09,"A","Median",0.164498491557389,3.25220277329366
"41",2020-04-10,"A","Median",0.164498491557389,3.41670126485104
"42",2020-04-11,"A","Median",0.183108276760253,3.5998095416113
"43",2020-04-12,"A","Median",0.183108276760253,3.78291781837155
"44",2020-04-13,"A","Median",0.183108276760253,3.9660260951318
"45",2020-04-14,"A","Median",0.187105945757922,4.15313204088972
"46",2020-04-15,"A","Median",0.191103614755591,4.34423565564532
"47",2020-04-16,"A","Median",0.191103614755591,4.53533927040091
"48",2020-04-17,"A","Median",0.172493829552727,4.70783309995363
"49",2020-04-18,"A","Median",0.191103614755591,4.89893671470922
"50",2020-04-19,"A","Median",0.172493829552727,5.07143054426195
"51",2020-04-20,"A","Median",0.172493829552727,5.24392437381468
"52",2020-04-21,"A","Median",0.172493829552727,5.4164182033674
"53",2020-04-22,"A","Median",0.172493829552727,5.58891203292013
"54",2020-04-23,"A","Median",0.172493829552727,5.76140586247286
"55",2020-04-24,"A","Median",0.172493829552727,5.93389969202559
"56",2020-04-25,"A","Median",0.172493829552727,6.10639352157831
"57",2020-04-26,"A","Median",0.172493829552727,6.27888735113104
"58",2020-04-27,"A","Median",0.176491498550396,6.45537884968144
"59",2020-04-28,"A","Median",0.176491498550396,6.63187034823183
"60",2020-04-29,"A","Median",0.180489167548065,6.8123595157799
"61",2020-04-30,"A","Median",0.176491498550396,6.98885101433029
"62",2020-05-01,"A","Median",0.180489167548065,7.16934018187836
"63",2020-05-02,"A","Median",0.180489167548065,7.34982934942642
"64",2020-05-03,"A","Median",0.180489167548065,7.53031851697449
"65",2020-05-04,"A","Median",0.199098952750929,7.72941746972541
"66",2020-05-05,"A","Median",0.180489167548065,7.90990663727348
"67",2020-05-06,"A","Median",0.199098952750929,8.10900559002441
"68",2020-05-07,"A","Median",0.199098952750929,8.30810454277534
"69",2020-05-08,"A","Median",0.199098952750929,8.50720349552627
"70",2020-05-09,"A","Median",0.199098952750929,8.70630244827719
"71",2020-05-10,"A","Median",0.199098952750929,8.90540140102812
"72",2020-05-11,"A","Median",0.203096621748598,9.10849802277672
"73",2020-05-12,"A","Median",0.203096621748598,9.31159464452532
"74",2020-05-13,"A","Median",0.199098952750929,9.51069359727625
"75",2020-05-14,"A","Median",0.203096621748598,9.71379021902485
"76",2020-05-15,"A","Median",0.203096621748598,9.91688684077344
"77",2020-05-16,"A","Median",0.203096621748598,10.119983462522
"78",2020-05-17,"A","Median",0.203096621748598,10.3230800842706
"79",2020-05-18,"A","Median",0.203096621748598,10.5261767060192
"80",2020-05-19,"A","Median",0.207094290746267,10.7332709967655
"81",2020-05-20,"A","Median",0.203096621748598,10.9363676185141
"82",2020-05-21,"A","Median",0.203096621748598,11.1394642402627
"83",2020-05-22,"A","Median",0.203096621748598,11.3425608620113
"84",2020-05-23,"A","Median",0.207094290746267,11.5496551527576
"85",2020-05-24,"A","Median",0.225704075949131,11.7753592287067
"86",2020-05-25,"A","Median",0.211091959743936,11.9864511884506
"87",2020-05-26,"A","Median",0.2297017449468,12.2161529333974
"88",2020-05-27,"A","Median",0.207094290746267,12.4232472241437
"89",2020-05-28,"A","Median",0.2307017449468,12.6539489690905
